Row.names	logFC	logCPM	PValue	FDR	level	Kindom	Phylum	Class	Order	Family	Genus	Species	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Hya6	SYA	SYB	SYC	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757140	SRR5757145	SRR5757146	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757158	SRR5757159	SRR5757161
ASV413	3.069406595	6.945327612	0.287988278	0.03377836	NotSig	Bacteria	Acidobacteria	Acidobacteria-6	CCU21	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV468	3.021371087	6.92441818	0.401473738	0.041544409	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinomycetospora	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV383	3.009932991	6.9260316	0.207127557	0.027570199	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum	Unassigned	0	0	0	0	0	0	23	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV375	2.999983375	6.931070175	0.289674544	0.03377836	NotSig	Bacteria	Actinobacteria	OPB41	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV604	2.999053525	6.878094481	0.40320254	0.041544409	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV43	2.948594302	11.59984106	0.113619889	0.017786609	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nautella	Unassigned	9	35	42	35	27	9	9	33	36	0	12	199	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1065	0	0	0	0	1862	119	34	0	11	0	16	0	0	16	0	0	0	11	1	0
ASV429	2.94048469	6.909812815	0.402461547	0.041544409	NotSig	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV169	2.928946133	10.98247556	0.375490469	0.040571475	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	1	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	43	1	0	0	3	0	1
ASV424	2.928751833	6.907311373	0.402822421	0.041544409	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV359	2.89900667	6.903701184	0.291777194	0.033863402	NotSig	Bacteria	Chloroflexi	Anaerolineae	Ardenscatenales	Ardenscatenaceae	Ardenscatena	Unassigned	0	0	0	0	0	15	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV103	2.888636047	10.12716461	0.273312371	0.033358229	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Unassigned	0	0	0	0	0	0	0	0	0	26	124	484	87	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	137	0	0	14	0	0	5	0	1	0	9	0	2	0	0	5	0
ASV293	2.888006162	7.64645851	0.333566793	0.036552715	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	48	0	0	0	0	16	34	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV502	2.863250426	6.878516871	0.397208552	0.041536111	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita	Unassigned	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV495	2.813300363	7.243245691	0.553326794	0.050725211	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV476	2.791974458	6.861889113	0.295694299	0.034233699	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV52	2.786746186	12.77575667	0.183357885	0.025945416	NotSig	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	137	272	173	215	34	28	530	3	421	71	2	290	0	0	0	0	0	0	0	64	0	0	72	0	11	14	40	2	17	59	0	0	0	0	3	0
ASV95	2.785448506	9.005144712	0.409994973	0.041544409	NotSig	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Unassigned	Unassigned	Unassigned	1116	0	1	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0
ASV93	2.775137697	10.1562229	0.058735025	0.010685693	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	14	9	0	0	0	0	9	2	0	23	0	22	163	29	98	123	165	107	18	118	29	195	0	1	2	0	7	7	4	1	1	0	0	2
ASV542	2.763753809	6.847159363	0.406707409	0.041544409	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV435	2.755655585	6.849823541	0.220519695	0.028783623	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Unassigned	0	0	0	0	0	0	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV498	2.728824256	6.840766372	0.223307017	0.029066924	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorpha	Unassigned	0	5	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV454	2.711745238	6.848147392	0.406986049	0.041544409	NotSig	Bacteria	Acidobacteria	[Chloracidobacteria]	PK29	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV599	2.695770204	6.785357987	0.301240927	0.034412316	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV497	2.674002068	6.829499601	0.29933022	0.034412316	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV396	2.645330715	7.24179489	0.408926063	0.041544409	NotSig	Bacteria	[Thermi]	Deinococci	Thermales	Thermaceae	Thermus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV584	2.588961724	6.798444338	0.30310605	0.034412316	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV207	2.575228668	8.004626996	0.41305177	0.041544409	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	24	0	0	0	0	22	32	162	0	4	0	0	0	0	0	0	0	0	0	0
ASV588	2.552609164	6.768181736	0.303809922	0.034412316	NotSig	Bacteria	Verrucomicrobia	Opitutae	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV479	2.536692301	6.801821013	0.301835512	0.034412316	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3	2.530827541	15.47711095	0.024711739	0.005107093	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Unassigned	Unassigned	0	0	44	15	15	0	8	27	30	189	0	0	0	209	8694	103	86	7	36	216	70	374	334	7	2018	128	508	3742	2491	4453	6251	2822	4309	678	2585	1912	3825	117	350	58	72	531	14	7	16	9	4	12	23
ASV543	2.528188719	6.7938538	0.303226535	0.034412316	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV455	2.501308446	6.799555789	0.411329252	0.041544409	NotSig	Bacteria	Actinobacteria	MB-A2-108	0319-7L14	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV485	2.49515683	6.783231094	0.178346189	0.025390422	NotSig	Bacteria	GN02	BB34	Unassigned	Unassigned	Unassigned	Unassigned	10	0	4	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7	2.494336843	14.15943164	0.124885357	0.019168072	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Unassigned	1105	1118	2968	1088	1262	4464	0	0	0	1421	0	38	0	0	0	4	1	0	0	0	0	0	3	2	30	3520	3996	71	88	0	0	0	65	250	103	90	0	86	52	35	56	0	183	33	0	0	32	0	51
ASV439	2.478166419	6.779658745	0.139691712	0.020955635	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Cohaesibacter	Unassigned	9	8	0	0	2	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV521	2.44584184	6.78157307	0.409623366	0.041544409	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV409	2.430375966	6.78009847	0.298190631	0.034412316	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	[Amoebophilaceae]	Unassigned	Unassigned	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV506	2.401977192	6.773426146	0.413805395	0.041544409	NotSig	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Caldilinea	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV432	2.401585942	6.773280926	0.304693019	0.034429581	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleispira	Unassigned	0	0	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8	2.401287275	14.88847176	0.021119516	0.004442641	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned	817	587	1358	629	609	1467	382	417	469	859	48	1147	21	1808	142	483	226	18	15	511	63	17	103	8	1557	1255	1552	0	152	0	0	218	0	2713	274	76	0	289	73	86	0	0	203	85	5	8	105	6	28
ASV530	2.385968012	6.767544362	0.4130035	0.041544409	NotSig	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV472	2.383859178	6.772725548	0.407328938	0.041544409	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV562	2.346063837	6.755038581	0.412688459	0.041544409	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV620	2.338877472	6.743818926	0.416542274	0.041544409	NotSig	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Unassigned	Unassigned	Unassigned	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV216	2.331865465	8.021182278	0.201878344	0.027216429	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	HTCC2188	Unassigned	Unassigned	21	9	3	34	0	26	44	36	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
ASV288	2.291558621	7.63296911	0.301831259	0.034412316	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Unassigned	Unassigned	Unassigned	13	0	0	10	7	7	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
ASV192	2.288813433	8.035094824	0.414757252	0.041544409	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Unassigned	Unassigned	0	20	7	33	12	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV352	2.27282415	6.757416296	0.415739966	0.041544409	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV489	2.255278607	6.745321578	0.410072084	0.041544409	NotSig	Bacteria	Firmicutes	Clostridia	OPB54	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV329	2.236577662	7.266172542	0.425732769	0.041544409	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	15	26	21	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV431	2.166144947	6.732095246	0.419195493	0.041544409	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV567	2.159938231	6.716093244	0.243968481	0.031069716	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV501	2.157683989	6.717931625	0.234000675	0.030291516	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Helcococcus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV444	2.145349543	6.727398827	0.419845868	0.041544409	NotSig	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV560	2.144558834	6.718331377	0.417699364	0.041544409	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	koll13	Unassigned	Unassigned	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV529	2.132551233	6.710615701	0.241171304	0.030796726	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Unassigned	Unassigned	9	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV73	2.125939194	10.31773592	0.143092237	0.02120285	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned	0	0	0	6	0	3	370	217	97	12	0	6	0	4	0	15	0	2	0	0	1	1	9	0	0	0	0	29	166	34	0	92	2	60	25	311	0	0	0	5	0	0	0	18	0	0	18	2	0
ASV508	2.105068138	7.170803212	0.514648935	0.047680275	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV408	2.089007433	7.124899324	0.635580435	0.057145879	NotSig	Bacteria	Verrucomicrobia	[Spartobacteria]	[Chthoniobacterales]	[Chthoniobacteraceae]	DA101	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV373	2.086370139	6.719461553	0.420833073	0.041544409	NotSig	Bacteria	Actinobacteria	KIST-JJY010	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV187	2.055411299	8.490265117	0.340109789	0.037183233	NotSig	Bacteria	Bacteroidetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	25	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	26	0	4	0	0	0	0	210	0	0	0	0	0	0	0	0	0	3	3	1	1	1	0
ASV271	2.041419345	8.05017042	0.347035963	0.037765207	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	Unassigned	0	0	0	0	0	0	0	0	0	10	0	0	0	2	7	1	2	0	0	18	0	12	1	0	6	0	0	0	0	0	0	0	0	0	0	0	66	0	0	4	0	0	0	0	0	0	0	0	0
ASV531	2.010668718	6.698299618	0.422685554	0.041544409	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV561	1.999080394	6.693655645	0.421707683	0.041544409	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV307	1.998093087	7.199722216	0.319204673	0.035797345	NotSig	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Rubritalea	Unassigned	13	0	2	3	8	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV151	1.9632016	8.517358487	0.376099527	0.040571475	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Unassigned	6	18	0	0	24	0	101	113	117	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	6	0	0	1	0	0
ASV278	1.922103836	7.416797046	0.423722291	0.041544409	NotSig	Bacteria	TM6	SJA-4	Unassigned	Unassigned	Unassigned	Unassigned	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	37	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ASV533	1.904710036	6.680727186	0.425847827	0.041544409	NotSig	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Unassigned	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV544	1.902002038	6.674171981	0.32362925	0.036050615	NotSig	Bacteria	Acidobacteria	Holophagae	Holophagales	Unassigned	Unassigned	Unassigned	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV549	1.900020933	6.678993433	0.426988981	0.041569671	NotSig	Bacteria	Gemmatimonadetes	Gemm-5	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV94	1.894165974	10.45665942	0.515052212	0.047680275	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	16	0	0	39	0	1	21	30	0	3	0	8	0	38	0	0	0	0	0	0	0
ASV507	1.858352227	6.670255268	0.327431897	0.036206577	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV252	1.813215655	8.732788616	0.319836207	0.035797345	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	29	12	1	0	9	0	12	8	0	18	0	0	41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	4	2	0	0	1	2
ASV283	1.807203682	7.417212529	0.714229016	0.062905554	NotSig	Bacteria	Acidobacteria	Acidobacteria-6	BPC015	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	3	0	0	0	0	0	0	0	0	0	0
